INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY,YOJ_Missing,Income_Missing,HOME_Val_Missing,CAR_AGE_Missing,AGE_Missing
2230,0,0,0,49,0,10,122192.0953,No,337258.5349,z_No,M,Masters, ,31.79872483,Commercial,33960,1,Panel Truck,no,0,0,No,0,NA,Highly Urban/ Urban,0,0,0,1,0
2231,0,0,0,42,0,12,15307.41812,No,123562.3381,Yes,M,z_High School,Clerical,53.27141794,Private,10880,1,Pickup,yes,0,0,No,2,8,z_Highly Rural/ Rural,0,0,0,0,0
2233,0,0,0,50,0,6,50620.59017,No,199107.5026,Yes,z_F,z_High School,Professional,32.1283731,Private,15860,10,z_SUV,no,0,0,No,3,NA,Highly Urban/ Urban,0,0,0,1,0
2234,1,706,0,39,1,13,77888.71973,No,217052.8569,Yes,z_F,Bachelors,z_Blue Collar,43.80706929,Commercial,9290,6,z_SUV,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
2235,0,0,0,53,0,7,55868.89309,No,0,z_No,M,Masters,Lawyer,10.25557837,Private,22920,1,Minivan,no,0,0,No,0,13,Highly Urban/ Urban,0,0,0,0,0
2237,1,16798.0626,0,42,0,12,31092.89953,No,159141.4416,Yes,z_F,<High School,Clerical,9.361929848,Private,13550,10,Sports Car,no,5029,3,No,2,5,Highly Urban/ Urban,0,0,0,0,0
2238,0,0,0,47,0,6,64549.46011,No,222736.6217,z_No,M,Bachelors,Manager,50.53375963,Private,14780,6,Minivan,no,3457,1,No,3,10,Highly Urban/ Urban,0,0,0,0,0
2239,0,0,0,63,0,13,65962.2552,No,244144.38,Yes,z_F,Masters,Manager,12.26387724,Private,14400,8,Sports Car,no,3694,2,No,0,12,Highly Urban/ Urban,0,0,0,0,0
2240,0,0,1,45,1,10,19801.56125,Yes,NA,z_No,M,<High School,Clerical,41.6664871,Private,3480,1,Minivan,no,0,0,No,1,1,z_Highly Rural/ Rural,0,0,1,0,0
2242,1,5641,4,45,5,0,0,Yes,0,z_No,z_F,<High School,Student,38.38621801,Private,7920,6,Sports Car,no,5288,2,No,3,NA,z_Highly Rural/ Rural,0,0,0,1,0
2243,0,0,0,48,0,10,90173.64201,No,0,z_No,M,Masters, ,52.18487962,Commercial,28090,3,Panel Truck,yes,4436,2,No,3,16,Highly Urban/ Urban,0,0,0,0,0
2244,0,0,0,46,0,9,98346.1794,No,296257.403,Yes,M,Masters,Lawyer,16.27741059,Private,17980,4,Van,no,0,0,No,1,27,Highly Urban/ Urban,0,0,0,0,0
2246,1,1338,0,41,0,13,39644.70549,No,150503.2076,Yes,z_F,z_High School,Clerical,47.53279284,Private,20800,14,Sports Car,no,0,0,No,0,5,Highly Urban/ Urban,0,0,0,0,0
2247,0,0,0,46,0,12,78804.00585,No,270733.6345,Yes,z_F,z_High School,z_Blue Collar,53.56762804,Commercial,9380,12,Sports Car,no,7428,3,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2248,0,0,0,49,0,8,57774.85476,No,176757.5731,Yes,z_F,z_High School,Manager,35.09622258,Private,15680,7,Minivan,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
2249,0,0,0,51,0,14,117742.2167,No,305361.1654,Yes,M,Masters,Lawyer,22.87416807,Private,1500,10,Minivan,yes,0,0,No,0,16,Highly Urban/ Urban,0,0,0,0,0
2250,0,0,0,47,0,10,161627.3555,No,408755.4228,z_No,z_F,PhD,Doctor,22.82237161,Private,11240,1,z_SUV,no,0,0,No,1,21,Highly Urban/ Urban,0,0,0,0,0
2252,0,0,0,35,2,9,103801.5175,No,319589.6993,Yes,z_F,PhD,Manager,29.876516,Private,34270,6,Pickup,no,0,0,No,0,17,Highly Urban/ Urban,0,0,0,0,0
2253,0,0,0,34,4,14,34135.42758,Yes,0,z_No,z_F,z_High School,Manager,40.03085854,Private,21670,1,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2254,0,0,0,45,0,11,67094.55685,No,259294.7986,z_No,M,z_High School,z_Blue Collar,56.26096367,Commercial,19420,1,Van,no,0,0,No,0,8,z_Highly Rural/ Rural,0,0,0,0,0
2257,1,2907.273642,1,60,2,15,151225.3634,No,416062.2722,Yes,z_F,PhD,Doctor,45.95669288,Private,10560,6,Sports Car,no,0,0,No,3,13,Highly Urban/ Urban,0,0,0,0,0
2258,0,0,0,48,0,14,115125.7226,No,271838.5369,Yes,z_F,Masters,Lawyer,38.2151607,Private,30600,7,z_SUV,no,0,0,Yes,0,19,Highly Urban/ Urban,0,0,0,0,0
2260,1,2934,0,35,3,12,20985.7671,Yes,0,z_No,z_F,z_High School,z_Blue Collar,37.01447395,Commercial,7100,11,Minivan,no,0,0,No,2,NA,Highly Urban/ Urban,0,0,0,1,0
2261,0,0,0,52,0,9,138003.9464,No,343853.1623,z_No,z_F,PhD,Manager,9.814617464,Private,19630,10,Pickup,no,0,0,No,0,10,Highly Urban/ Urban,0,0,0,0,0
2262,0,0,0,45,1,12,38638.83321,No,151007.0317,Yes,z_F,z_High School,Clerical,97.78777787,Private,9500,1,Minivan,yes,0,0,No,0,9,z_Highly Rural/ Rural,0,0,0,0,0
2265,0,0,0,33,1,14,52682.1834,Yes,185164.2333,z_No,z_F,Bachelors,Professional,23.0026155,Private,10070,4,Minivan,no,4676,1,No,4,NA,Highly Urban/ Urban,0,0,0,1,0
2266,0,0,0,49,0,13,17804.12792,No,130332.5938,Yes,M,<High School,Clerical,20.4947789,Commercial,33990,4,Panel Truck,no,0,0,No,0,6,z_Highly Rural/ Rural,0,0,0,0,0
2268,0,0,0,56,0,9,178807.1475,No,451332.0919,Yes,z_F,Bachelors,Professional,53.26092838,Private,33140,1,Van,no,2925,2,No,0,5,Highly Urban/ Urban,0,0,0,0,0
2269,0,0,0,50,0,9,76515.2622,No,NA,Yes,z_F,Masters,Lawyer,24.5154601,Private,31330,15,Minivan,no,0,0,No,0,16,Highly Urban/ Urban,0,0,1,0,0
2270,0,0,0,53,0,12,168488.9411,No,422060.7293,Yes,M,PhD, ,31.77349306,Commercial,29020,4,Panel Truck,no,0,0,No,0,9,Highly Urban/ Urban,0,0,0,0,0
2271,0,0,0,34,1,10,6361.818825,Yes,0,z_No,z_F,<High School,Clerical,36.39029838,Private,18830,1,z_SUV,no,0,0,No,1,1,z_Highly Rural/ Rural,0,0,0,0,0
2272,0,0,0,41,2,0,0,Yes,NA,z_No,z_F,<High School,Student,49.87921419,Private,6200,13,Sports Car,no,0,0,No,0,5,z_Highly Rural/ Rural,0,0,1,0,0
2274,0,0,0,52,0,14,174389.119,No,447758.116,Yes,M,PhD, ,27.96080236,Commercial,26740,7,Panel Truck,yes,3432,3,No,0,15,Highly Urban/ Urban,0,0,0,0,0
2275,0,0,0,36,1,12,19216.60966,No,120635.3282,Yes,z_F,<High School,Clerical,24.58649686,Private,8220,1,Sports Car,no,7194,2,No,5,3,z_Highly Rural/ Rural,0,0,0,0,0
2276,1,2166,0,60,2,15,3004.913616,Yes,125808.9034,z_No,z_F,z_High School,Home Maker,5,Private,11640,17,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban,0,0,0,0,0
2278,0,0,0,60,0,12,19795.74862,No,153061.3562,z_No,z_F,Bachelors,Clerical,19.42590174,Private,21560,13,Pickup,no,3437,2,No,5,1,Highly Urban/ Urban,0,0,0,0,0
2279,1,707,0,30,1,0,0,Yes,0,z_No,M,Bachelors,Student,46.00528942,Commercial,4500,4,Pickup,no,0,0,Yes,1,5,Highly Urban/ Urban,0,0,0,0,0
2280,0,0,0,43,0,12,80745.86982,No,0,z_No,M,Bachelors,Manager,11.19091726,Private,16760,8,Minivan,yes,0,0,No,1,1,Highly Urban/ Urban,0,0,0,0,0
2281,1,774.3077738,0,50,0,13,68194.05093,No,0,z_No,z_F,Bachelors,z_Blue Collar,69.09167296,Commercial,13920,4,z_SUV,no,3800,2,No,2,10,Highly Urban/ Urban,0,0,0,0,0
2282,1,6332,1,37,3,13,91450.45911,No,284852.891,Yes,M,Bachelors,Professional,47.30258899,Private,10650,1,Pickup,yes,27439,2,Yes,3,1,Highly Urban/ Urban,0,0,0,0,0
2283,0,0,0,61,0,10,145194.3777,No,390342.2606,z_No,M,Bachelors,Manager,12.43297807,Private,10960,13,Sports Car,no,0,0,No,3,9,Highly Urban/ Urban,0,0,0,0,0
2284,0,0,1,43,3,18,NA,No,0,Yes,z_F,Bachelors,Student,16.21865878,Commercial,10900,13,z_SUV,no,0,0,Yes,2,9,Highly Urban/ Urban,0,1,0,0,0
2285,0,0,0,33,1,3,16501.58279,Yes,0,z_No,z_F,<High School,Clerical,30.71787437,Private,1500,6,z_SUV,no,24512,2,No,2,7,z_Highly Rural/ Rural,0,0,0,0,0
2286,1,3554,0,52,0,11,56582.27782,No,0,z_No,z_F,<High School,Clerical,47.1462926,Private,21460,13,z_SUV,no,1606,2,No,1,6,Highly Urban/ Urban,0,0,0,0,0
2288,0,0,0,41,1,11,36445.09673,No,190650.4963,Yes,M,z_High School,Clerical,23.15918232,Private,9200,6,Minivan,yes,8518,3,No,1,1,Highly Urban/ Urban,0,0,0,0,0
2290,1,3388,1,41,1,11,63989.30948,No,212476.5928,Yes,z_F,Bachelors,Manager,41.00296563,Private,5600,1,z_SUV,no,37404,2,No,0,11,Highly Urban/ Urban,0,0,0,0,0
2292,0,0,0,24,0,8,57503.52872,No,147968.7361,Yes,M,Bachelors,Professional,22.03794912,Private,17720,4,Van,yes,0,0,Yes,1,8,Highly Urban/ Urban,0,0,0,0,0
2293,0,0,0,40,1,10,13719.49351,Yes,0,z_No,z_F,<High School,Clerical,32.23594902,Private,21320,10,z_SUV,no,0,0,No,1,7,z_Highly Rural/ Rural,0,0,0,0,0
2294,1,5146,2,37,2,13,141969.4268,Yes,0,z_No,z_F,PhD,Manager,50.45770481,Private,19400,3,z_SUV,no,0,0,No,3,16,Highly Urban/ Urban,0,0,0,0,0
2295,0,0,0,42,0,12,14005.83447,No,120835.6729,Yes,z_F,z_High School,Home Maker,23.10856501,Private,7760,13,Minivan,no,0,0,No,0,8,Highly Urban/ Urban,0,0,0,0,0
2297,0,0,0,48,0,13,34350.54899,No,0,z_No,z_F,z_High School,z_Blue Collar,28.83743024,Commercial,18090,1,Minivan,no,0,0,No,1,5,Highly Urban/ Urban,0,0,0,0,0
2298,0,0,0,39,1,0,0,No,0,Yes,z_F,Bachelors,Student,75.30665319,Private,11290,12,Minivan,no,0,0,No,2,7,Highly Urban/ Urban,0,0,0,0,0
2300,0,0,0,61,0,12,115439.5689,No,0,z_No,M,Masters,Lawyer,10.77629659,Private,41250,4,Van,no,5650,2,No,3,15,Highly Urban/ Urban,0,0,0,0,0
2301,0,0,0,48,0,12,180128.0427,No,437338.849,Yes,M,PhD, ,16.23762029,Commercial,32110,1,Panel Truck,no,0,0,No,0,15,Highly Urban/ Urban,0,0,0,0,0
2302,0,0,0,39,0,12,55246.0029,No,210895.9534,z_No,M,Masters,Lawyer,9.02833718,Private,1500,1,Minivan,no,9011,1,No,7,6,Highly Urban/ Urban,0,0,0,0,0
2303,1,5349,0,51,0,14,175218.5775,No,477999.3939,Yes,z_F,Masters,Manager,21.63689927,Private,6600,8,z_SUV,no,0,0,No,0,15,Highly Urban/ Urban,0,0,0,0,0
2304,1,2532,0,36,2,NA,51969.4598,No,221596.1128,Yes,M,Bachelors,Clerical,55.47202493,Private,1500,16,Minivan,yes,3488,4,No,0,7,Highly Urban/ Urban,1,0,0,0,0
2305,1,45191.30399,0,59,0,10,NA,No,0,Yes,z_F,z_High School,Student,33.99499618,Commercial,11600,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban,0,1,0,0,0
2307,0,0,0,49,0,8,105594.3857,No,301702.0494,Yes,z_F,PhD,Doctor,16.98492646,Private,12920,13,z_SUV,no,0,0,No,3,1,Highly Urban/ Urban,0,0,0,0,0
2308,0,0,0,39,0,8,74547.80756,No,0,z_No,z_F,Bachelors,Professional,32.76536218,Private,18100,1,z_SUV,no,25130,2,No,2,10,Highly Urban/ Urban,0,0,0,0,0
2309,1,5667,0,53,1,NA,31204.97029,No,170358.168,Yes,z_F,z_High School,Clerical,26.97755124,Private,12080,1,Sports Car,no,0,0,No,0,6,Highly Urban/ Urban,1,0,0,0,0
2310,0,0,0,48,0,12,42156.17796,No,0,z_No,M,<High School,Clerical,50.4878122,Private,11680,1,Minivan,no,0,0,No,0,8,z_Highly Rural/ Rural,0,0,0,0,0
2311,1,5836,0,36,0,0,0,No,0,z_No,z_F,<High School,Student,34.79196055,Commercial,13440,10,Pickup,no,5093,2,No,8,1,Highly Urban/ Urban,0,0,0,0,0
2312,1,3036,0,46,0,11,68126.0269,No,214584.0131,Yes,z_F,Bachelors,Professional,51.82742092,Private,12910,1,z_SUV,no,0,0,Yes,3,6,Highly Urban/ Urban,0,0,0,0,0
2313,0,0,0,29,4,0,0,No,103206.8298,Yes,z_F,<High School,Home Maker,43.88649351,Private,26670,9,Sports Car,no,0,0,No,4,1,z_Highly Rural/ Rural,0,0,0,0,0
2315,0,0,0,40,3,0,0,No,0,Yes,z_F,<High School,Student,29.68919026,Private,7890,3,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2316,1,3110,0,26,3,0,0,No,50963.68398,Yes,z_F,Bachelors,Home Maker,41.65116928,Private,4100,1,z_SUV,no,2621,2,No,6,8,Highly Urban/ Urban,0,0,0,0,0
2319,0,0,1,55,2,15,127074.6559,Yes,0,z_No,M,PhD,Doctor,41.14290948,Private,19450,1,Minivan,no,7744,2,No,4,13,Highly Urban/ Urban,0,0,0,0,0
2320,0,0,0,44,4,15,27068.50424,No,134937.3968,Yes,z_F,z_High School,Clerical,79.76248632,Private,24910,6,Pickup,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2322,0,0,2,36,3,13,8614.51795,No,72500.76594,Yes,z_F,z_High School,Home Maker,41.48247084,Private,20150,1,Minivan,no,0,0,No,0,6,z_Highly Rural/ Rural,0,0,0,0,0
2323,0,0,0,54,0,13,NA,No,NA,Yes,M,Masters, ,23.89989691,Commercial,7880,7,Pickup,no,5203,1,No,4,16,Highly Urban/ Urban,0,1,1,0,0
2325,0,0,0,41,3,15,126363.3477,No,349883.5593,Yes,M,PhD,Doctor,26.54094705,Private,18240,13,Van,yes,0,0,No,0,8,Highly Urban/ Urban,0,0,0,0,0
2326,0,0,0,45,0,13,78432.26776,No,259621.6381,Yes,z_F,Bachelors,Manager,24.72855863,Private,9590,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2327,0,0,0,51,0,13,74501.29347,No,190591.9495,Yes,z_F,Bachelors,Professional,45.82784608,Private,26020,13,Sports Car,no,9845,2,No,4,1,Highly Urban/ Urban,0,0,0,0,0
2328,0,0,2,43,2,14,6162.087773,No,50223.4211,Yes,z_F,z_High School,Home Maker,32.08767595,Private,14350,1,Minivan,no,13752,3,No,5,7,Highly Urban/ Urban,0,0,0,0,0
2329,0,0,0,44,0,0,0,No,0,Yes,z_F,z_High School,Student,76.61743745,Private,9770,13,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural,0,0,0,0,0
2330,0,0,0,28,1,13,97231.12975,No,262856.305,Yes,z_F,Bachelors,z_Blue Collar,56.37291783,Commercial,22200,4,z_SUV,no,0,0,No,3,11,z_Highly Rural/ Rural,0,0,0,0,0
2331,0,0,0,61,0,11,61471.6243,No,227562.3944,Yes,z_F,Masters,Lawyer,46.11559937,Private,17410,1,Sports Car,no,0,0,Yes,5,8,Highly Urban/ Urban,0,0,0,0,0
2332,0,0,2,41,3,10,90990.76976,No,310708.8075,Yes,M,Bachelors,Professional,43.2788311,Private,5600,7,Pickup,yes,1421,2,No,4,1,Highly Urban/ Urban,0,0,0,0,0
2333,0,0,0,42,0,11,69779.64126,No,223783.9563,Yes,z_F,Masters,Lawyer,31.66514753,Private,22350,6,z_SUV,no,5346,2,No,3,19,Highly Urban/ Urban,0,0,0,0,0
2334,1,5443,0,39,3,16,22626.293,No,60717.61357,Yes,z_F,<High School,z_Blue Collar,46.42859842,Commercial,19950,1,Pickup,no,6937,1,No,7,7,Highly Urban/ Urban,0,0,0,0,0
2335,1,4847,1,43,1,8,199865.7469,Yes,0,z_No,M,Masters, ,33.39142975,Commercial,25510,6,Panel Truck,yes,0,0,No,1,15,Highly Urban/ Urban,0,0,0,0,0
2336,0,0,0,34,2,14,51496.83821,No,219048.5183,Yes,z_F,Bachelors,Clerical,50.95440848,Private,15230,7,z_SUV,no,0,0,No,0,14,z_Highly Rural/ Rural,0,0,0,0,0
2337,0,0,0,41,0,NA,103461.2422,No,305052.4408,Yes,M,Masters,Professional,34.84080932,Private,15950,6,Minivan,yes,3443,2,No,3,20,Highly Urban/ Urban,1,0,0,0,0
2338,0,0,0,53,0,14,64915.37151,No,186151.0031,Yes,M,Bachelors,Manager,41.05108525,Private,21920,1,Van,yes,0,0,No,0,NA,Highly Urban/ Urban,0,0,0,1,0
2339,0,0,0,32,1,11,8823.771111,No,91593.40755,Yes,z_F,<High School,Professional,59.93682177,Private,9280,1,z_SUV,no,4409,2,No,1,8,Highly Urban/ Urban,0,0,0,0,0
2341,0,0,0,51,0,11,91605.0554,No,276146.6798,Yes,M,PhD,Doctor,57.79512291,Private,15910,1,Minivan,yes,2645,2,No,3,10,Highly Urban/ Urban,0,0,0,0,0
2342,0,0,0,54,0,11,177841.6539,No,0,z_No,z_F,Masters,Lawyer,50.48520603,Private,7000,10,Sports Car,no,47939,3,No,1,24,Highly Urban/ Urban,0,0,0,0,0
2344,0,0,0,46,0,14,23571.3289,No,145065.6417,Yes,M,z_High School,Clerical,44.88657974,Commercial,11890,4,Pickup,yes,0,0,No,0,1,z_Highly Rural/ Rural,0,0,0,0,0
2345,0,0,0,44,0,12,5069.223064,No,0,z_No,z_F,<High School,Student,36.59645678,Private,8060,7,z_SUV,no,1022,1,No,1,1,Highly Urban/ Urban,0,0,0,0,0
2346,0,0,0,48,0,14,20792.2359,No,165129.5897,Yes,z_F,Bachelors,Home Maker,49.02129074,Private,13930,3,z_SUV,no,0,0,No,0,6,z_Highly Rural/ Rural,0,0,0,0,0
2347,0,0,0,52,0,10,104067.4323,No,319855.2141,Yes,z_F,PhD,Manager,33.47067475,Private,35760,6,z_SUV,no,0,0,No,0,18,Highly Urban/ Urban,0,0,0,0,0
2348,1,7485,1,34,4,14,58991.19647,No,162308.6335,Yes,M,z_High School,z_Blue Collar,60.68303597,Commercial,5490,13,Pickup,no,1423,1,No,0,NA,Highly Urban/ Urban,0,0,0,1,0
2350,0,0,0,53,0,0,0,No,0,z_No,z_F,Masters,Home Maker,6.52235277,Private,20530,7,Minivan,no,0,0,No,3,17,Highly Urban/ Urban,0,0,0,0,0
2351,0,0,0,39,0,0,0,No,NA,Yes,z_F,z_High School,Student,35.07621768,Private,9460,8,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban,0,0,1,0,0
2354,1,3034,0,35,2,8,47796.61578,Yes,0,z_No,z_F,Bachelors,Professional,23.3975105,Private,1500,6,z_SUV,no,41303,2,Yes,4,6,Highly Urban/ Urban,0,0,0,0,0
2355,1,4271.398549,0,43,0,NA,49020.74714,No,177126.8332,z_No,M,z_High School,Professional,48.63154954,Commercial,10700,1,Pickup,no,0,0,Yes,2,1,Highly Urban/ Urban,1,0,0,0,0
2356,0,0,0,50,0,7,125582.9145,No,NA,Yes,M,Masters,Professional,41.27293058,Commercial,20730,1,Van,no,1358,1,No,5,13,Highly Urban/ Urban,0,0,1,0,0
2357,0,0,0,38,0,7,46946.5651,No,150812.2724,Yes,z_F,Bachelors,Home Maker,13.32748821,Private,13990,1,z_SUV,no,0,0,No,0,NA,z_Highly Rural/ Rural,0,0,0,1,0
2358,0,0,0,39,2,12,24790.41532,Yes,0,z_No,z_F,z_High School,Clerical,29.44458337,Private,8310,7,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural,0,0,0,0,0
2359,0,0,0,46,0,8,NA,No,NA,z_No,z_F,Masters,Lawyer,17.40217754,Private,18220,6,z_SUV,no,0,0,No,0,NA,Highly Urban/ Urban,0,1,1,1,0
2360,0,0,0,43,0,11,106059.1705,No,267151.9678,Yes,z_F,z_High School,Manager,44.33458811,Private,5800,13,z_SUV,no,0,0,No,4,1,Highly Urban/ Urban,0,0,0,0,0
2361,0,0,0,47,0,8,NA,No,119707.8933,z_No,M,<High School,Clerical,17.59372987,Private,9570,1,Minivan,no,0,0,No,2,3,Highly Urban/ Urban,0,1,0,0,0
2362,0,0,0,52,0,9,30775.84597,No,200352.8251,Yes,M,<High School,Clerical,24.71296483,Commercial,25530,10,Panel Truck,yes,1086,2,No,0,5,Highly Urban/ Urban,0,0,0,0,0
2363,1,6685.403408,1,53,1,11,12824.23658,Yes,0,z_No,z_F,z_High School,Student,48.12122373,Commercial,16720,6,z_SUV,no,9851,3,No,8,10,Highly Urban/ Urban,0,0,0,0,0
2364,0,0,1,39,1,13,78476.54805,No,NA,Yes,z_F,Masters,Manager,25.9345571,Private,10170,3,z_SUV,no,3927,1,No,1,11,Highly Urban/ Urban,0,0,1,0,0
2366,0,0,0,50,0,13,5385.723905,No,0,Yes,z_F,Bachelors,Student,67.65728742,Private,7040,1,Sports Car,no,2996,2,No,4,9,Highly Urban/ Urban,0,0,0,0,0
2367,0,0,0,51,0,14,89581.73663,No,269747.4802,z_No,M,Masters,Lawyer,36.53003736,Private,22020,9,Minivan,no,0,0,Yes,0,16,Highly Urban/ Urban,0,0,0,0,0
2368,1,1037,0,54,0,0,0,No,111556.4892,z_No,M,Bachelors,Home Maker,26.30369262,Commercial,11020,1,Pickup,yes,0,0,Yes,1,7,Highly Urban/ Urban,0,0,0,0,0
2369,0,0,1,39,3,12,6842.81804,Yes,0,z_No,z_F,z_High School,Student,8.761307613,Commercial,7050,4,z_SUV,no,0,0,No,1,6,z_Highly Rural/ Rural,0,0,0,0,0
2371,1,1990,0,36,0,11,33447.13617,No,0,z_No,M,<High School,Clerical,42.29164904,Private,22070,7,Van,yes,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2372,1,6208,0,54,0,12,27354.36131,No,0,z_No,z_F,Bachelors,z_Blue Collar,18.72963524,Commercial,9640,1,z_SUV,no,0,0,No,2,9,Highly Urban/ Urban,0,0,0,0,0
2373,0,0,0,41,0,12,70425.91829,No,209876.927,Yes,z_F,z_High School,Professional,37.88405576,Private,22860,6,Minivan,no,0,0,No,0,12,Highly Urban/ Urban,0,0,0,0,0
2374,0,0,0,42,0,12,NA,No,241791.4109,Yes,z_F,Bachelors,Clerical,57.24141774,Private,18690,1,z_SUV,no,1698,2,No,0,8,Highly Urban/ Urban,0,1,0,0,0
2375,0,0,2,42,2,NA,0,Yes,0,z_No,z_F,Bachelors,Student,34.54910178,Commercial,18020,7,Minivan,no,0,0,No,1,6,z_Highly Rural/ Rural,1,0,0,0,0
2376,0,0,1,39,1,11,50890.53293,No,194125.9192,Yes,z_F,z_High School,Clerical,31.61782386,Private,10490,1,z_SUV,no,0,0,No,5,6,z_Highly Rural/ Rural,0,0,0,0,0
2377,1,19351.62123,0,57,0,8,81766.51691,No,308350.0403,Yes,z_F,z_High School,z_Blue Collar,30.46871474,Commercial,19820,1,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban,0,0,0,0,0
2379,1,4903,0,47,0,14,19778.56343,No,96106.86604,z_No,M,<High School,z_Blue Collar,49.89273914,Commercial,25250,4,Panel Truck,yes,0,0,No,2,1,z_Highly Rural/ Rural,0,0,0,0,0
2380,0,0,0,51,0,0,0,No,56588.6822,Yes,z_F,z_High School,Home Maker,55.55582052,Commercial,19640,1,Pickup,no,6187,1,No,2,1,Highly Urban/ Urban,0,0,0,0,0
2381,0,0,0,42,0,9,116863.3402,No,335371.4036,Yes,M,Masters, ,45.00453124,Commercial,17390,1,Van,no,0,0,No,3,11,Highly Urban/ Urban,0,0,0,0,0
2382,0,0,0,49,0,7,176866.4234,No,0,z_No,M,Masters, ,68.86367374,Commercial,6400,3,Pickup,yes,0,0,Yes,0,16,Highly Urban/ Urban,0,0,0,0,0
2383,0,0,0,49,0,14,21917.53899,No,157111.8515,Yes,z_F,Masters,Lawyer,18.310406,Private,25530,6,Minivan,no,0,0,No,0,19,Highly Urban/ Urban,0,0,0,0,0
2384,0,0,0,32,1,12,126677.9626,No,325815.1428,Yes,M,Bachelors,z_Blue Collar,59.77304467,Private,20480,4,Van,yes,0,0,No,4,15,z_Highly Rural/ Rural,0,0,0,0,0
2385,1,2589,0,47,0,9,NA,No,149582.4006,Yes,M,<High School,z_Blue Collar,44.32189205,Private,5430,3,Pickup,yes,0,0,No,0,1,Highly Urban/ Urban,0,1,0,0,0
2386,0,0,0,37,0,9,62409.25328,No,217421.4482,z_No,z_F,z_High School,z_Blue Collar,54.63052727,Commercial,11440,10,z_SUV,no,0,0,Yes,1,1,z_Highly Rural/ Rural,0,0,0,0,0
2387,0,0,0,51,0,14,28979.3327,No,174099.6678,Yes,M,PhD,Manager,44.66709712,Commercial,22570,1,Panel Truck,yes,0,0,No,3,11,Highly Urban/ Urban,0,0,0,0,0
2388,0,0,0,35,1,11,77485.67788,Yes,232815.4902,z_No,M,Bachelors,Manager,27.6747513,Private,13690,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban,0,0,0,0,0
2389,0,0,0,53,0,13,93907.83036,No,0,z_No,M,z_High School,Clerical,40.68681672,Private,16190,1,Minivan,yes,0,0,No,2,9,z_Highly Rural/ Rural,0,0,0,0,0
2391,0,0,0,39,0,NA,NA,No,0,Yes,z_F,<High School,Student,78.92039828,Private,5600,1,Sports Car,no,4697,1,No,0,1,Highly Urban/ Urban,1,1,0,0,0
2392,0,0,0,52,0,6,168168.3824,No,0,z_No,M,Masters,Lawyer,22.03833945,Private,6700,10,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban,0,0,0,0,0
2393,1,4296,0,36,0,9,60846.98098,No,211273.292,z_No,z_F,Bachelors,z_Blue Collar,30.94963792,Private,8560,4,z_SUV,no,6295,3,No,5,3,Highly Urban/ Urban,0,0,0,0,0
2394,1,2777,0,39,0,11,57744.08648,No,213238.9171,Yes,z_F,z_High School,z_Blue Collar,44.87180953,Commercial,11170,1,z_SUV,no,0,0,No,3,8,Highly Urban/ Urban,0,0,0,0,0
2395,1,4298,0,52,0,10,5.285929008,No,0,z_No,M,Bachelors,Student,37.57681443,Commercial,6700,1,Pickup,yes,4824,3,No,0,11,Highly Urban/ Urban,0,0,0,0,0
2396,0,0,0,53,0,10,62279.9451,No,0,z_No,M,Masters, ,51.85650102,Commercial,30810,6,Panel Truck,yes,4390,2,No,0,12,Highly Urban/ Urban,0,0,0,0,0
2397,0,0,1,37,2,0,0,Yes,0,z_No,z_F,Bachelors,Student,40.91837683,Private,20860,1,z_SUV,no,9237,3,No,2,4,z_Highly Rural/ Rural,0,0,0,0,0
2398,1,2536,1,57,2,15,79052.64451,No,NA,Yes,z_F,Masters,Lawyer,57.35066537,Private,15110,7,Sports Car,no,3795,3,No,6,12,Highly Urban/ Urban,0,0,1,0,0
2400,1,5723,0,39,0,4,102051.585,No,237340.784,z_No,M,PhD,Manager,20.56995255,Private,7020,6,Pickup,yes,0,0,No,1,16,Highly Urban/ Urban,0,0,0,0,0
