"","TARGET_FLAG","JOB_.","JOB_Clerical","JOB_Doctor","JOB_Home.Maker","JOB_Lawyer","JOB_Manager","JOB_Professional","JOB_Student","JOB_z_Blue.Collar","JOB.category"
"849",0,0,0,0,0,0,0,0,1,0,0
"852",0,0,0,0,0,1,0,0,0,0,1
"854",0,0,1,0,0,0,0,0,0,0,0
"855",0,0,0,0,0,0,1,0,0,0,1
"856",0,0,1,0,0,0,0,0,0,0,0
"858",0,1,0,0,0,0,0,0,0,0,1
"859",0,0,0,0,0,0,0,0,1,0,0
"860",1,0,0,0,0,1,0,0,0,0,1
"861",0,1,0,0,0,0,0,0,0,0,1
"862",1,0,0,0,0,1,0,0,0,0,1
"865",1,0,0,0,0,0,0,0,1,0,0
"869",0,0,0,0,0,1,0,0,0,0,1
"870",1,0,0,0,0,0,0,0,1,0,0
"873",0,0,0,0,0,0,0,1,0,0,1
"874",0,0,0,0,1,0,0,0,0,0,0
"875",0,0,0,0,0,0,0,1,0,0,1
"876",0,0,0,0,0,0,0,0,0,1,1
"879",0,0,0,0,0,0,0,0,1,0,0
"880",0,0,0,0,1,0,0,0,0,0,0
"882",0,0,0,0,0,0,0,1,0,0,1
"883",0,0,1,0,0,0,0,0,0,0,0
"884",0,0,0,0,0,1,0,0,0,0,1
"886",1,1,0,0,0,0,0,0,0,0,1
"888",0,0,1,0,0,0,0,0,0,0,0
"889",0,0,1,0,0,0,0,0,0,0,0
"891",0,0,0,0,0,0,1,0,0,0,1
"892",0,0,0,0,0,0,0,0,0,1,1
"895",0,0,0,0,0,0,0,0,1,0,0
"896",0,0,0,0,0,0,1,0,0,0,1
"897",0,0,0,0,0,0,0,0,1,0,0
"898",0,0,0,0,0,0,0,0,0,1,1
"900",1,0,0,0,0,0,0,1,0,0,1
"902",1,0,0,0,0,0,0,0,1,0,0
"903",1,0,0,0,1,0,0,0,0,0,0
"904",0,0,0,0,0,0,1,0,0,0,1
"906",1,0,0,0,0,0,0,0,1,0,0
"907",0,0,0,0,0,0,1,0,0,0,1
"909",1,0,0,0,0,0,0,0,1,0,0
"910",0,0,0,0,0,1,0,0,0,0,1
"911",0,0,0,0,0,0,0,1,0,0,1
"913",0,0,0,0,0,0,0,1,0,0,1
"915",0,0,0,0,0,1,0,0,0,0,1
"916",0,0,0,0,0,0,0,1,0,0,1
"917",0,0,0,0,0,0,0,1,0,0,1
"918",0,0,0,0,0,1,0,0,0,0,1
"920",1,0,0,0,0,0,0,1,0,0,1
"921",0,0,0,0,0,0,0,1,0,0,1
"922",0,0,0,0,0,0,0,0,1,0,0
"924",0,0,1,0,0,0,0,0,0,0,0
"926",1,1,0,0,0,0,0,0,0,0,1
"930",1,0,0,0,0,0,0,0,0,1,1
"931",0,0,0,0,0,0,1,0,0,0,1
"932",0,0,1,0,0,0,0,0,0,0,0
"933",0,0,0,0,1,0,0,0,0,0,0
"934",0,0,1,0,0,0,0,0,0,0,0
"935",0,0,0,0,0,1,0,0,0,0,1
"936",0,0,0,0,0,0,1,0,0,0,1
"937",1,0,0,0,0,0,0,0,0,1,1
"939",0,0,0,0,0,1,0,0,0,0,1
"940",0,0,0,0,1,0,0,0,0,0,0
"941",0,0,0,0,0,0,0,1,0,0,1
"943",0,0,1,0,0,0,0,0,0,0,0
"944",0,0,0,0,0,0,1,0,0,0,1
"945",0,0,0,0,0,1,0,0,0,0,1
"946",0,0,0,0,0,0,0,0,0,1,1
"948",0,0,1,0,0,0,0,0,0,0,0
"949",1,0,0,0,0,0,0,0,1,0,0
"950",0,0,0,0,0,0,1,0,0,0,1
"951",0,0,0,0,0,0,0,1,0,0,1
"952",1,0,0,0,0,0,1,0,0,0,1
"953",1,0,0,0,0,0,0,0,0,1,1
"954",1,0,0,0,1,0,0,0,0,0,0
"955",0,0,0,0,0,1,0,0,0,0,1
"956",1,0,0,0,0,0,0,0,0,1,1
"958",1,0,1,0,0,0,0,0,0,0,0
"959",0,1,0,0,0,0,0,0,0,0,1
"960",0,0,0,0,0,1,0,0,0,0,1
"962",1,0,0,0,0,0,0,0,0,1,1
"963",1,0,0,0,0,0,0,0,0,1,1
"964",1,0,0,0,0,0,0,0,0,1,1
"965",0,0,0,0,0,1,0,0,0,0,1
"966",0,0,0,0,0,1,0,0,0,0,1
"968",0,0,0,0,0,0,0,0,0,1,1
"969",0,0,0,1,0,0,0,0,0,0,1
"970",0,0,0,0,0,0,0,1,0,0,1
"971",1,0,0,0,0,0,0,1,0,0,1
"972",0,0,1,0,0,0,0,0,0,0,0
"974",0,0,1,0,0,0,0,0,0,0,0
"976",0,0,0,0,1,0,0,0,0,0,0
"977",0,0,0,0,0,0,0,1,0,0,1
"978",0,0,0,0,0,0,0,1,0,0,1
"980",1,0,0,0,0,0,0,0,0,1,1
"981",0,0,1,0,0,0,0,0,0,0,0
"982",0,1,0,0,0,0,0,0,0,0,1
"984",0,0,0,0,0,0,0,1,0,0,1
"985",1,0,1,0,0,0,0,0,0,0,0
"986",0,0,0,0,1,0,0,0,0,0,0
"987",1,0,0,0,0,0,0,0,0,1,1
"988",0,0,0,0,0,0,0,1,0,0,1
"990",0,0,0,0,0,0,0,0,0,1,1
"992",0,0,0,0,0,0,0,1,0,0,1
"994",0,1,0,0,0,0,0,0,0,0,1
"995",1,0,1,0,0,0,0,0,0,0,0
"997",0,0,0,0,0,0,1,0,0,0,1
"999",0,0,0,0,1,0,0,0,0,0,0
"1000",0,0,0,0,1,0,0,0,0,0,0
"1002",0,0,0,0,0,1,0,0,0,0,1
"1004",0,0,1,0,0,0,0,0,0,0,0
"1005",0,0,0,0,0,0,1,0,0,0,1
"1006",0,0,0,0,0,0,0,0,1,0,0
"1008",0,0,1,0,0,0,0,0,0,0,0
"1009",0,0,0,0,0,0,0,0,0,1,1
"1010",0,1,0,0,0,0,0,0,0,0,1
"1011",0,0,0,0,0,0,0,1,0,0,1
"1013",0,0,0,0,0,0,0,0,0,1,1
"1015",0,0,0,0,0,0,1,0,0,0,1
"1016",0,0,0,0,0,0,1,0,0,0,1
"1017",0,0,0,0,0,1,0,0,0,0,1
"1020",0,0,0,0,1,0,0,0,0,0,0
"1021",1,0,0,0,0,0,0,1,0,0,1
"1022",0,0,1,0,0,0,0,0,0,0,0
"1023",0,0,1,0,0,0,0,0,0,0,0
"1024",1,0,1,0,0,0,0,0,0,0,0
"1027",1,0,0,0,1,0,0,0,0,0,0
"1029",0,0,0,0,1,0,0,0,0,0,0
"1030",1,0,0,0,0,0,0,0,0,1,1
"1031",0,1,0,0,0,0,0,0,0,0,1
"1032",0,0,0,0,0,0,0,0,1,0,0
"1034",0,0,0,0,0,0,1,0,0,0,1
"1035",1,0,0,0,0,0,0,1,0,0,1
"1038",1,0,1,0,0,0,0,0,0,0,0
"1040",0,0,0,0,0,0,0,1,0,0,1
"1042",1,0,0,0,0,1,0,0,0,0,1
"1044",1,0,0,0,0,0,0,0,1,0,0
"1045",0,0,1,0,0,0,0,0,0,0,0
"1047",1,0,0,0,0,0,0,0,0,1,1
"1048",0,0,1,0,0,0,0,0,0,0,0
"1049",1,0,1,0,0,0,0,0,0,0,0
"1051",0,0,0,0,0,0,1,0,0,0,1
"1052",0,0,0,0,0,0,0,1,0,0,1
"1053",0,0,1,0,0,0,0,0,0,0,0
"1054",1,0,0,0,0,0,0,0,1,0,0
"1056",0,0,0,0,0,0,0,1,0,0,1
"1057",0,1,0,0,0,0,0,0,0,0,1
"1058",0,0,0,0,1,0,0,0,0,0,0
"1060",0,0,0,0,0,0,0,0,0,1,1
"1061",0,0,0,0,0,0,0,0,1,0,0
"1064",0,0,1,0,0,0,0,0,0,0,0
"1066",0,0,0,0,0,0,0,0,0,1,1
"1067",0,0,0,0,0,0,0,0,0,1,1
"1068",1,0,1,0,0,0,0,0,0,0,0
"1069",0,0,0,0,0,0,1,0,0,0,1
"1070",1,0,1,0,0,0,0,0,0,0,0
"1071",1,1,0,0,0,0,0,0,0,0,1
"1072",0,0,0,0,0,0,1,0,0,0,1
"1073",1,0,1,0,0,0,0,0,0,0,0
"1075",0,0,0,0,0,0,1,0,0,0,1
"1076",1,0,0,0,0,0,0,0,1,0,0
"1077",1,0,0,0,0,0,0,0,0,1,1
"1078",1,0,0,0,0,0,0,0,0,1,1
"1080",1,0,0,0,0,0,0,0,0,1,1
"1081",0,0,0,0,0,0,0,0,1,0,0
"1082",0,0,0,0,0,0,0,0,1,0,0
"1083",0,0,1,0,0,0,0,0,0,0,0
"1085",0,0,0,0,0,0,0,1,0,0,1
"1086",0,0,1,0,0,0,0,0,0,0,0
"1087",0,0,1,0,0,0,0,0,0,0,0
"1090",0,0,0,0,0,0,0,0,0,1,1
"1091",0,0,0,0,0,1,0,0,0,0,1
"1092",0,0,0,0,0,1,0,0,0,0,1
"1094",0,0,0,0,0,1,0,0,0,0,1
"1095",0,0,1,0,0,0,0,0,0,0,0
"1096",1,0,0,0,0,0,0,0,0,1,1
"1097",0,0,0,0,0,0,0,0,1,0,0
"1098",1,0,0,0,0,0,1,0,0,0,1
"1099",0,0,0,0,0,1,0,0,0,0,1
"1100",0,0,0,0,0,0,0,0,1,0,0
"1101",0,0,0,0,0,0,0,1,0,0,1
"1102",0,0,1,0,0,0,0,0,0,0,0
"1103",1,0,1,0,0,0,0,0,0,0,0
"1104",1,0,0,0,1,0,0,0,0,0,0
"1105",0,0,0,0,1,0,0,0,0,0,0
"1106",0,0,0,0,0,1,0,0,0,0,1
"1108",0,0,0,0,1,0,0,0,0,0,0
"1109",1,0,0,0,0,0,0,1,0,0,1
"1112",0,0,1,0,0,0,0,0,0,0,0
"1114",1,0,0,0,0,0,0,0,0,1,1
"1115",0,0,1,0,0,0,0,0,0,0,0
"1116",1,0,0,0,0,0,0,1,0,0,1
"1117",0,0,1,0,0,0,0,0,0,0,0
"1118",0,0,0,0,0,0,0,0,0,1,1
"1119",0,0,0,0,1,0,0,0,0,0,0
"1120",0,0,0,0,0,0,0,1,0,0,1
"1122",0,0,0,0,1,0,0,0,0,0,0
"1123",0,0,0,0,0,0,0,0,0,1,1
"1124",0,0,0,0,0,0,0,1,0,0,1
"1125",1,0,0,0,0,0,0,1,0,0,1
"1126",0,0,0,0,0,0,0,0,0,1,1
"1127",0,0,0,0,0,0,1,0,0,0,1
"1128",0,0,0,0,1,0,0,0,0,0,0
"1132",0,0,0,0,0,0,0,0,0,1,1
"1133",0,0,0,0,0,1,0,0,0,0,1
"1134",0,0,0,0,0,0,0,0,0,1,1
"1135",1,0,1,0,0,0,0,0,0,0,0
"1136",0,0,0,0,0,0,0,0,0,1,1
"1137",1,0,0,0,0,0,0,0,0,1,1
"1139",0,0,0,0,0,0,0,0,1,0,0
"1140",1,0,1,0,0,0,0,0,0,0,0
"1142",0,0,0,0,1,0,0,0,0,0,0
"1143",0,0,0,0,0,0,1,0,0,0,1
"1145",0,0,0,0,0,0,1,0,0,0,1
"1146",0,0,0,0,0,0,0,0,0,1,1
"1148",0,0,1,0,0,0,0,0,0,0,0
"1149",0,0,0,0,0,1,0,0,0,0,1
"1150",0,0,0,0,0,1,0,0,0,0,1
"1151",0,0,0,0,0,0,0,0,0,1,1
"1152",0,1,0,0,0,0,0,0,0,0,1
"1155",0,0,0,0,0,0,1,0,0,0,1
"1156",1,0,0,0,1,0,0,0,0,0,0
"1158",0,0,0,0,0,0,1,0,0,0,1
"1159",0,0,0,0,0,0,0,1,0,0,1
"1160",0,0,0,0,0,0,1,0,0,0,1
"1163",0,0,0,0,0,0,0,0,0,1,1
"1164",1,0,1,0,0,0,0,0,0,0,0
"1165",0,0,0,0,1,0,0,0,0,0,0
"1166",0,0,0,0,0,1,0,0,0,0,1
"1167",0,0,0,0,0,0,1,0,0,0,1
"1170",0,0,0,0,0,0,0,1,0,0,1
"1171",1,0,0,0,1,0,0,0,0,0,0
"1172",0,0,0,0,0,1,0,0,0,0,1
"1173",0,0,1,0,0,0,0,0,0,0,0
"1174",0,0,0,0,0,0,0,0,0,1,1
"1175",0,1,0,0,0,0,0,0,0,0,1
"1176",0,0,0,1,0,0,0,0,0,0,1
"1177",0,0,0,0,1,0,0,0,0,0,0
"1179",1,0,1,0,0,0,0,0,0,0,0
"1180",1,1,0,0,0,0,0,0,0,0,1
"1181",0,0,0,0,0,0,0,0,1,0,0
"1182",1,0,1,0,0,0,0,0,0,0,0
"1184",0,0,0,0,0,0,1,0,0,0,1
"1185",0,0,0,0,0,0,0,0,0,1,1
"1186",1,1,0,0,0,0,0,0,0,0,1
"1187",0,0,0,0,1,0,0,0,0,0,0
"1191",1,0,1,0,0,0,0,0,0,0,0
"1193",0,0,0,0,0,0,0,0,0,1,1
"1194",0,0,0,0,0,0,0,0,0,1,1
"1197",1,0,0,0,0,0,0,1,0,0,1
"1198",1,0,0,0,0,0,0,0,1,0,0
"1199",0,0,0,0,0,0,0,0,1,0,0
"1200",0,0,0,0,0,0,1,0,0,0,1
"1201",1,0,1,0,0,0,0,0,0,0,0
"1203",0,0,0,0,0,1,0,0,0,0,1
"1204",0,0,1,0,0,0,0,0,0,0,0
"1205",1,0,0,0,0,0,0,0,0,1,1
"1207",0,0,0,0,0,0,0,0,0,1,1
"1208",0,0,1,0,0,0,0,0,0,0,0
"1210",0,0,0,0,0,1,0,0,0,0,1
"1211",0,0,0,0,0,0,0,1,0,0,1
"1213",0,0,0,0,0,0,0,0,0,1,1
"1215",1,0,0,0,0,0,0,0,1,0,0
"1216",0,0,0,0,0,0,0,0,0,1,1
"1217",1,0,0,0,0,0,0,0,1,0,0
"1218",1,0,1,0,0,0,0,0,0,0,0
"1219",0,0,1,0,0,0,0,0,0,0,0
"1220",0,1,0,0,0,0,0,0,0,0,1
"1221",1,0,0,0,0,0,0,0,0,1,1
"1222",0,0,1,0,0,0,0,0,0,0,0
"1223",1,0,0,0,0,0,0,0,0,1,1
"1224",0,0,0,0,0,0,0,0,0,1,1
"1225",1,0,0,0,1,0,0,0,0,0,0
"1226",0,0,0,0,0,0,0,0,0,1,1
"1227",0,1,0,0,0,0,0,0,0,0,1
"1229",1,0,0,0,0,0,0,0,0,1,1
"1230",0,0,0,0,0,1,0,0,0,0,1
"1231",0,0,0,0,0,0,0,1,0,0,1
"1232",1,0,0,0,0,0,0,0,1,0,0
"1233",0,0,0,0,0,0,1,0,0,0,1
"1234",0,0,0,1,0,0,0,0,0,0,1
"1235",0,0,1,0,0,0,0,0,0,0,0
"1236",1,0,0,0,1,0,0,0,0,0,0
"1238",1,0,0,0,0,0,0,0,0,1,1
"1239",0,0,0,0,0,0,0,0,0,1,1
"1240",0,0,0,0,0,0,0,1,0,0,1
"1241",0,0,0,0,1,0,0,0,0,0,0
"1242",0,0,0,0,0,0,0,1,0,0,1
"1243",1,1,0,0,0,0,0,0,0,0,1
"1244",1,0,1,0,0,0,0,0,0,0,0
"1245",0,0,0,0,0,0,0,0,0,1,1
"1246",0,0,0,0,0,0,0,0,0,1,1
"1247",0,0,0,0,1,0,0,0,0,0,0
"1248",0,0,0,0,0,1,0,0,0,0,1
"1249",0,0,0,0,0,0,1,0,0,0,1
"1251",0,0,0,0,0,0,0,0,0,1,1
"1252",0,0,0,1,0,0,0,0,0,0,1
"1254",0,0,0,0,0,0,1,0,0,0,1
"1255",0,0,0,0,0,0,0,1,0,0,1
"1256",0,0,0,0,0,1,0,0,0,0,1
"1258",0,0,1,0,0,0,0,0,0,0,0
"1259",0,0,0,0,0,0,0,1,0,0,1
"1260",0,0,0,0,0,0,0,1,0,0,1
"1261",0,0,0,0,0,1,0,0,0,0,1
"1262",0,0,0,0,0,0,0,1,0,0,1
"1264",0,0,0,1,0,0,0,0,0,0,1
"1265",0,0,0,0,0,0,0,0,1,0,0
"1266",1,0,0,0,0,1,0,0,0,0,1
"1267",0,0,0,0,0,0,1,0,0,0,1
"1269",0,0,0,0,0,0,0,0,1,0,0
"1270",0,0,0,0,0,0,0,0,0,1,1
"1272",0,0,1,0,0,0,0,0,0,0,0
"1273",1,1,0,0,0,0,0,0,0,0,1
"1274",1,0,0,0,0,0,0,0,0,1,1
"1275",0,0,0,0,0,0,0,0,0,1,1
"1277",0,1,0,0,0,0,0,0,0,0,1
"1279",1,0,0,0,0,0,0,0,1,0,0
"1280",0,0,0,0,0,0,0,1,0,0,1
"1281",0,0,0,0,0,1,0,0,0,0,1
"1282",0,0,0,0,0,0,0,0,1,0,0
"1283",0,0,0,0,0,0,0,0,0,1,1
"1284",1,0,0,1,0,0,0,0,0,0,1
"1288",0,0,0,0,0,1,0,0,0,0,1
"1290",0,0,0,0,0,1,0,0,0,0,1
"1291",0,0,1,0,0,0,0,0,0,0,0
"1293",0,0,0,0,0,0,0,0,1,0,0
"1295",0,0,0,0,0,0,0,0,0,1,1
"1296",0,0,0,0,0,1,0,0,0,0,1
"1298",0,0,0,0,0,0,0,0,0,1,1
"1299",0,0,1,0,0,0,0,0,0,0,0
"1302",0,0,0,0,0,0,0,0,0,1,1
"1305",0,0,0,0,0,0,0,0,1,0,0
"1306",0,0,0,1,0,0,0,0,0,0,1
"1307",0,0,1,0,0,0,0,0,0,0,0
"1308",0,0,0,0,1,0,0,0,0,0,0
"1309",0,0,0,0,0,0,0,1,0,0,1
"1310",0,0,0,0,0,0,0,1,0,0,1
"1312",0,0,0,0,0,1,0,0,0,0,1
"1314",0,1,0,0,0,0,0,0,0,0,1
"1316",1,0,0,0,0,0,1,0,0,0,1
"1318",1,1,0,0,0,0,0,0,0,0,1
"1320",1,0,0,0,0,0,1,0,0,0,1
"1321",0,0,0,0,0,0,0,1,0,0,1
"1323",0,0,0,0,0,1,0,0,0,0,1
"1325",0,0,0,0,0,0,0,0,1,0,0
"1327",1,0,0,0,1,0,0,0,0,0,0
"1330",0,0,0,0,0,0,0,0,1,0,0
"1331",1,0,0,0,0,0,0,0,0,1,1
"1335",1,0,0,0,0,0,0,0,1,0,0
"1336",0,0,0,0,0,0,0,0,0,1,1
"1338",0,0,0,0,0,0,1,0,0,0,1
"1340",0,1,0,0,0,0,0,0,0,0,1
"1341",0,0,1,0,0,0,0,0,0,0,0
"1343",1,0,0,0,0,0,0,1,0,0,1
"1345",0,0,0,0,0,0,0,1,0,0,1
"1346",1,0,1,0,0,0,0,0,0,0,0
"1349",1,0,0,0,0,0,1,0,0,0,1
"1350",0,0,0,0,0,0,1,0,0,0,1
"1353",1,0,0,0,0,0,0,0,0,1,1
"1355",0,0,1,0,0,0,0,0,0,0,0
"1356",0,0,0,0,0,1,0,0,0,0,1
"1357",1,0,1,0,0,0,0,0,0,0,0
"1358",1,0,0,0,0,0,0,0,0,1,1
"1359",0,0,0,0,1,0,0,0,0,0,0
"1361",0,0,0,0,0,0,0,1,0,0,1
"1362",0,0,1,0,0,0,0,0,0,0,0
"1363",0,0,0,0,0,0,0,0,0,1,1
"1364",0,0,1,0,0,0,0,0,0,0,0
"1366",0,0,0,0,0,0,0,0,0,1,1
"1370",0,0,0,0,0,1,0,0,0,0,1
"1371",0,0,1,0,0,0,0,0,0,0,0
"1372",0,1,0,0,0,0,0,0,0,0,1
"1373",0,0,0,0,0,0,0,1,0,0,1
"1375",0,0,1,0,0,0,0,0,0,0,0
"1376",1,0,0,0,0,0,0,0,0,1,1
"1378",0,0,0,0,0,0,0,0,0,1,1
"1379",1,0,1,0,0,0,0,0,0,0,0
"1380",0,0,0,0,0,0,1,0,0,0,1
"1381",0,0,0,0,0,0,1,0,0,0,1
"1382",1,0,0,0,0,0,0,0,0,1,1
"1385",0,0,0,0,0,0,1,0,0,0,1
"1386",1,0,0,0,0,0,0,0,1,0,0
"1387",0,0,1,0,0,0,0,0,0,0,0
"1391",0,0,0,0,0,0,0,0,0,1,1
"1392",0,0,0,0,0,1,0,0,0,0,1
"1393",0,1,0,0,0,0,0,0,0,0,1
"1394",0,0,0,0,0,0,0,0,0,1,1
"1397",1,0,0,0,0,1,0,0,0,0,1
"1398",0,0,0,0,0,0,1,0,0,0,1
"1401",0,1,0,0,0,0,0,0,0,0,1
"1403",1,0,0,0,1,0,0,0,0,0,0
"1405",0,0,0,0,0,1,0,0,0,0,1
"1406",0,0,1,0,0,0,0,0,0,0,0
"1407",0,0,0,0,0,0,0,0,0,1,1
"1411",1,0,0,0,1,0,0,0,0,0,0
"1413",0,0,0,0,0,0,0,0,0,1,1
"1414",1,0,0,0,0,0,0,0,0,1,1
"1415",1,0,0,0,0,0,0,1,0,0,1
"1416",0,0,0,0,0,0,0,0,0,1,1
"1417",0,0,0,0,0,0,0,1,0,0,1
"1420",0,0,1,0,0,0,0,0,0,0,0
"1421",1,0,0,0,1,0,0,0,0,0,0
"1422",0,1,0,0,0,0,0,0,0,0,1
"1423",1,0,0,0,0,0,0,0,0,1,1
"1424",0,0,1,0,0,0,0,0,0,0,0
"1426",0,0,0,0,0,0,0,0,1,0,0
"1427",0,1,0,0,0,0,0,0,0,0,1
"1428",0,0,0,0,0,0,0,0,0,1,1
"1431",0,0,0,0,1,0,0,0,0,0,0
"1433",0,1,0,0,0,0,0,0,0,0,1
"1436",0,0,0,1,0,0,0,0,0,0,1
"1438",0,0,0,0,0,1,0,0,0,0,1
"1439",0,0,0,0,0,0,0,1,0,0,1
"1440",0,0,0,0,0,0,0,0,0,1,1
"1442",0,0,0,0,0,0,0,0,0,1,1
"1443",1,0,0,0,0,0,0,0,0,1,1
"1444",1,0,0,0,0,0,0,0,0,1,1
"1450",0,0,0,1,0,0,0,0,0,0,1
"1451",0,0,0,0,0,0,0,0,0,1,1
"1453",1,0,0,0,0,0,0,0,0,1,1
"1456",1,0,0,0,0,1,0,0,0,0,1
"1457",1,1,0,0,0,0,0,0,0,0,1
"1461",1,0,0,0,0,0,0,0,0,1,1
"1463",0,0,0,0,0,1,0,0,0,0,1
"1464",0,0,0,0,0,0,0,0,1,0,0
"1466",0,0,0,0,0,0,0,0,0,1,1
"1468",0,0,0,0,0,0,0,0,0,1,1
"1469",0,0,1,0,0,0,0,0,0,0,0
"1470",0,0,0,0,0,1,0,0,0,0,1
"1471",0,0,1,0,0,0,0,0,0,0,0
"1473",0,0,1,0,0,0,0,0,0,0,0
"1474",0,0,0,0,1,0,0,0,0,0,0
"1479",0,0,0,0,0,0,0,0,1,0,0
"1480",0,1,0,0,0,0,0,0,0,0,1
"1481",0,0,0,1,0,0,0,0,0,0,1
"1482",1,0,1,0,0,0,0,0,0,0,0
"1486",0,0,0,0,0,1,0,0,0,0,1
"1487",0,0,0,0,0,0,1,0,0,0,1
"1488",0,0,0,0,0,0,1,0,0,0,1
"1489",0,0,0,0,0,0,0,0,0,1,1
"1490",0,0,0,0,0,1,0,0,0,0,1
"1491",0,0,1,0,0,0,0,0,0,0,0
"1492",0,0,0,0,0,0,0,1,0,0,1
"1493",0,0,1,0,0,0,0,0,0,0,0
"1494",0,0,0,0,0,0,0,0,1,0,0
"1495",0,0,0,0,0,0,0,1,0,0,1
"1496",0,0,0,0,0,1,0,0,0,0,1
"1497",1,1,0,0,0,0,0,0,0,0,1
"1499",0,0,0,0,0,0,0,0,1,0,0
"1500",1,0,1,0,0,0,0,0,0,0,0
"1501",1,0,1,0,0,0,0,0,0,0,0
"1502",1,0,0,0,0,0,0,0,1,0,0
"1503",0,0,0,0,0,1,0,0,0,0,1
"1504",0,0,0,0,0,0,1,0,0,0,1
"1505",0,0,0,0,0,0,0,1,0,0,1
"1506",0,0,0,0,0,1,0,0,0,0,1
"1507",0,0,1,0,0,0,0,0,0,0,0
"1509",0,0,0,0,0,0,1,0,0,0,1
"1512",0,0,0,0,0,0,0,1,0,0,1
"1517",1,0,1,0,0,0,0,0,0,0,0
"1519",1,0,0,0,0,0,0,1,0,0,1
"1520",0,0,0,0,0,0,0,0,0,1,1
"1521",0,0,0,0,0,0,0,0,0,1,1
"1522",0,0,1,0,0,0,0,0,0,0,0
"1524",0,0,0,0,0,0,0,1,0,0,1
"1525",0,0,0,0,0,0,1,0,0,0,1
"1526",0,0,0,0,0,0,1,0,0,0,1
"1527",1,0,0,0,0,0,0,0,1,0,0
"1529",0,0,1,0,0,0,0,0,0,0,0
"1530",0,0,0,0,0,0,0,0,0,1,1
"1531",0,0,1,0,0,0,0,0,0,0,0
"1534",0,0,0,0,0,0,0,1,0,0,1
"1535",1,0,0,0,0,0,0,0,0,1,1
"1536",0,0,0,0,0,0,0,0,0,1,1
"1538",0,0,0,0,0,0,1,0,0,0,1
"1540",0,0,0,0,0,0,0,0,0,1,1
"1541",0,0,1,0,0,0,0,0,0,0,0
"1542",0,0,0,0,0,0,0,0,1,0,0
"1543",1,0,0,0,0,0,0,0,1,0,0
"1545",0,0,0,0,0,0,0,0,1,0,0
"1547",0,0,0,0,0,0,0,0,0,1,1
"1550",0,0,1,0,0,0,0,0,0,0,0
"1553",0,1,0,0,0,0,0,0,0,0,1
"1556",1,0,0,0,0,0,0,0,1,0,0
"1559",0,0,0,0,0,0,0,0,0,1,1
"1560",0,1,0,0,0,0,0,0,0,0,1
"1561",0,0,0,0,0,0,0,0,0,1,1
"1563",0,0,0,0,0,0,0,0,0,1,1
"1568",0,0,0,0,0,0,0,0,0,1,1
"1569",0,0,0,0,0,0,0,0,0,1,1
"1570",0,0,0,0,0,0,1,0,0,0,1
"1571",0,0,0,1,0,0,0,0,0,0,1
"1573",0,0,1,0,0,0,0,0,0,0,0
"1574",0,0,0,0,1,0,0,0,0,0,0
"1575",1,0,0,0,0,0,1,0,0,0,1
"1577",0,0,0,0,1,0,0,0,0,0,0
"1579",1,0,0,0,0,0,0,0,0,1,1
"1580",1,0,1,0,0,0,0,0,0,0,0
"1581",1,0,1,0,0,0,0,0,0,0,0
"1585",0,0,1,0,0,0,0,0,0,0,0
"1587",0,0,0,0,0,1,0,0,0,0,1
"1588",0,0,0,0,0,0,0,0,0,1,1
"1589",0,0,1,0,0,0,0,0,0,0,0
"1592",1,0,0,0,0,0,0,0,0,1,1
"1596",0,0,0,0,0,0,0,0,0,1,1
"1597",0,0,1,0,0,0,0,0,0,0,0
"1598",0,0,0,0,0,0,0,1,0,0,1
"1599",0,0,0,0,0,0,0,1,0,0,1
"1600",0,0,1,0,0,0,0,0,0,0,0
"1601",0,0,0,0,0,0,1,0,0,0,1
"1602",0,0,0,0,0,1,0,0,0,0,1
"1603",1,0,0,0,1,0,0,0,0,0,0
"1604",0,0,1,0,0,0,0,0,0,0,0
"1605",0,0,1,0,0,0,0,0,0,0,0
"1606",0,0,0,0,0,0,0,0,0,1,1
"1607",0,0,0,0,0,0,0,0,0,1,1
"1609",0,0,0,0,0,1,0,0,0,0,1
"1610",1,0,0,0,0,0,0,0,1,0,0
"1611",0,0,0,0,0,0,1,0,0,0,1
"1614",0,0,0,0,0,0,0,1,0,0,1
"1615",0,0,0,0,0,1,0,0,0,0,1
"1616",0,0,0,0,0,0,0,0,0,1,1
"1617",1,0,1,0,0,0,0,0,0,0,0
"1618",0,0,0,0,1,0,0,0,0,0,0
"1619",0,1,0,0,0,0,0,0,0,0,1
"1620",1,0,0,0,1,0,0,0,0,0,0
"1621",1,0,0,0,0,0,0,0,0,1,1
"1622",1,0,1,0,0,0,0,0,0,0,0
"1623",0,0,0,0,0,0,1,0,0,0,1
"1624",1,0,0,0,0,1,0,0,0,0,1
"1625",0,0,0,0,0,0,0,0,0,1,1
"1626",1,0,0,0,0,0,0,0,0,1,1
"1627",0,0,0,0,0,0,1,0,0,0,1
"1628",0,0,1,0,0,0,0,0,0,0,0
"1630",0,0,0,0,1,0,0,0,0,0,0
"1635",0,1,0,0,0,0,0,0,0,0,1
"1636",0,0,0,0,0,0,0,1,0,0,1
"1637",0,0,1,0,0,0,0,0,0,0,0
"1638",1,0,0,0,0,0,0,0,1,0,0
"1641",0,0,0,0,0,0,0,0,0,1,1
"1642",1,0,0,0,0,0,0,0,1,0,0
