"","y","AGE","INCOME","TRAVTIME","BLUEBOOK","OLDCLAIM","CLM_FREQ","MVR_PTS"
"1747",0,45,0,65.63248444,24070,0,0,1
"1748",0,50,29139.40748,24.65584694,9410,0,0,0
"1749",0,46,181917.7322,41.83389423,28030,0,0,0
"1750",0,29,59254.02765,49.94149058,10130,6399,1,5
"1751",0,46,75983.49428,21.44148092,17510,30343,1,5
"1752",0,42,75856.2301,44.37238616,14900,0,0,0
"1753",0,46,56387.8862,35.39530023,7140,0,0,0
"1754",0,34,27907.90596,31.83533763,1500,0,0,1
"1755",0,58,36926.86208,29.01507041,30410,0,0,0
"1759",1,42,4480.29159,50.48125787,1950,30089,1,4
"1760",0,39,0,32.37614874,9030,0,0,1
"1762",0,50,26136.59292,30.7812264,23980,0,0,2
"1763",0,32,0,44.00594417,9830,7644,2,7
"1764",0,43,0,24.62915871,11750,4520,1,0
"1765",0,48,92972.11179,25.92118006,28830,0,0,0
"1766",1,54,33790.72676,63.18978703,9730,41917,2,5
"1768",0,46,0,15.25000277,32280,0,0,2
"1770",0,50,15989.15948,21.80511685,20000,0,0,0
"1771",1,43,77104.241,32.6290249,27330,0,0,0
"1772",0,44,100045.9777,38.20682622,24300,0,0,1
"1774",1,57,100768.9132,31.20167063,11580,6712,1,4
"1775",0,49,122192.0953,31.79872483,33960,0,0,0
"1777",0,50,50620.59017,32.1283731,15860,0,0,3
"1778",1,39,77888.71973,43.80706929,9290,0,0,0
"1779",0,53,55868.89309,10.25557837,22920,0,0,0
"1780",1,42,31092.89953,9.361929848,13550,5029,3,2
"1781",0,47,64549.46011,50.53375963,14780,3457,1,3
"1782",0,63,65962.2552,12.26387724,14400,3694,2,0
"1784",1,45,0,38.38621801,7920,5288,2,3
"1785",0,48,90173.64201,52.18487962,28090,4436,2,3
"1787",1,41,39644.70549,47.53279284,20800,0,0,0
"1789",0,49,57774.85476,35.09622258,15680,0,0,0
"1791",0,47,161627.3555,22.82237161,11240,0,0,1
"1793",0,34,34135.42758,40.03085854,21670,0,0,0
"1794",0,45,67094.55685,56.26096367,19420,0,0,0
"1797",1,35,20985.7671,37.01447395,7100,0,0,2
"1798",0,52,138003.9464,9.814617464,19630,0,0,0
"1800",0,33,52682.1834,23.0026155,10070,4676,1,4
"1801",0,49,17804.12792,20.4947789,33990,0,0,0
"1803",0,50,76515.2622,24.5154601,31330,0,0,0
"1804",0,53,168488.9411,31.77349306,29020,0,0,0
"1805",0,34,6361.818825,36.39029838,18830,0,0,1
"1806",0,41,0,49.87921419,6200,0,0,0
"1807",0,52,174389.119,27.96080236,26740,3432,3,0
"1808",0,36,19216.60966,24.58649686,8220,7194,2,5
"1811",1,30,0,46.00528942,4500,0,0,1
"1812",0,43,80745.86982,11.19091726,16760,0,0,1
"1814",1,37,91450.45911,47.30258899,10650,27439,2,3
"1815",0,61,145194.3777,12.43297807,10960,0,0,3
"1818",1,52,56582.27782,47.1462926,21460,1606,2,1
"1820",1,41,63989.30948,41.00296563,5600,37404,2,0
"1821",0,24,57503.52872,22.03794912,17720,0,0,1
"1822",0,40,13719.49351,32.23594902,21320,0,0,1
"1823",1,37,141969.4268,50.45770481,19400,0,0,3
"1824",0,42,14005.83447,23.10856501,7760,0,0,0
"1825",0,48,34350.54899,28.83743024,18090,0,0,1
"1827",0,61,115439.5689,10.77629659,41250,5650,2,3
"1828",0,48,180128.0427,16.23762029,32110,0,0,0
"1830",1,51,175218.5775,21.63689927,6600,0,0,0
"1832",1,59,NA,33.99499618,11600,0,0,0
"1833",0,49,105594.3857,16.98492646,12920,0,0,3
"1834",0,39,74547.80756,32.76536218,18100,25130,2,2
"1835",1,53,31204.97029,26.97755124,12080,0,0,0
"1836",0,48,42156.17796,50.4878122,11680,0,0,0
"1837",1,36,0,34.79196055,13440,5093,2,8
"1838",1,46,68126.0269,51.82742092,12910,0,0,3
"1840",0,40,0,29.68919026,7890,0,0,0
"1841",1,26,0,41.65116928,4100,2621,2,6
"1844",0,36,8614.51795,41.48247084,20150,0,0,0
"1845",0,54,NA,23.89989691,7880,5203,1,4
"1846",0,41,126363.3477,26.54094705,18240,0,0,0
"1847",0,45,78432.26776,24.72855863,9590,0,0,0
"1848",0,51,74501.29347,45.82784608,26020,9845,2,4
"1849",0,43,6162.087773,32.08767595,14350,13752,3,5
"1850",0,44,0,76.61743745,9770,0,0,0
"1851",0,28,97231.12975,56.37291783,22200,0,0,3
"1852",0,61,61471.6243,46.11559937,17410,0,0,5
"1853",0,41,90990.76976,43.2788311,5600,1421,2,4
"1854",0,42,69779.64126,31.66514753,22350,5346,2,3
"1855",1,39,22626.293,46.42859842,19950,6937,1,7
"1856",1,43,199865.7469,33.39142975,25510,0,0,1
"1857",0,34,51496.83821,50.95440848,15230,0,0,0
"1858",0,41,103461.2422,34.84080932,15950,3443,2,3
"1859",0,53,64915.37151,41.05108525,21920,0,0,0
"1860",0,32,8823.771111,59.93682177,9280,4409,2,1
"1861",0,51,91605.0554,57.79512291,15910,2645,2,3
"1862",0,54,177841.6539,50.48520603,7000,47939,3,1
"1863",0,46,23571.3289,44.88657974,11890,0,0,0
"1864",0,44,5069.223064,36.59645678,8060,1022,1,1
"1865",0,48,20792.2359,49.02129074,13930,0,0,0
"1866",0,52,104067.4323,33.47067475,35760,0,0,0
"1867",1,34,58991.19647,60.68303597,5490,1423,1,0
"1869",0,39,0,35.07621768,9460,0,0,0
"1870",1,35,47796.61578,23.3975105,1500,41303,2,4
"1871",1,43,49020.74714,48.63154954,10700,0,0,2
"1872",0,50,125582.9145,41.27293058,20730,1358,1,5
"1875",0,46,NA,17.40217754,18220,0,0,0
"1877",0,47,NA,17.59372987,9570,0,0,2
"1879",1,53,12824.23658,48.12122373,16720,9851,3,8
"1880",0,39,78476.54805,25.9345571,10170,3927,1,1
"1881",0,50,5385.723905,67.65728742,7040,2996,2,4
"1882",0,51,89581.73663,36.53003736,22020,0,0,0
"1883",1,54,0,26.30369262,11020,0,0,1
"1884",0,39,6842.81804,8.761307613,7050,0,0,1
"1885",1,36,33447.13617,42.29164904,22070,0,0,0
"1886",1,54,27354.36131,18.72963524,9640,0,0,2
"1887",0,41,70425.91829,37.88405576,22860,0,0,0
"1889",0,42,0,34.54910178,18020,0,0,1
"1890",0,39,50890.53293,31.61782386,10490,0,0,5
"1891",1,57,81766.51691,30.46871474,19820,0,0,0
"1892",1,47,19778.56343,49.89273914,25250,0,0,2
"1894",0,42,116863.3402,45.00453124,17390,0,0,3
"1896",0,49,21917.53899,18.310406,25530,0,0,0
"1897",0,32,126677.9626,59.77304467,20480,0,0,4
"1898",1,47,NA,44.32189205,5430,0,0,0
"1899",0,37,62409.25328,54.63052727,11440,0,0,1
"1900",0,51,28979.3327,44.66709712,22570,0,0,3
"1901",0,35,77485.67788,27.6747513,13690,0,0,0
"1902",0,53,93907.83036,40.68681672,16190,0,0,2
"1903",0,39,NA,78.92039828,5600,4697,1,0
"1904",0,52,168168.3824,22.03833945,6700,0,0,0
"1905",1,36,60846.98098,30.94963792,8560,6295,3,5
"1906",1,39,57744.08648,44.87180953,11170,0,0,3
"1907",1,52,5.285929008,37.57681443,6700,4824,3,0
"1908",0,53,62279.9451,51.85650102,30810,4390,2,0
"1909",0,37,0,40.91837683,20860,9237,3,2
"1910",1,57,79052.64451,57.35066537,15110,3795,3,6
"1912",0,35,64890.31632,27.00054836,12760,0,0,0
"1914",0,44,69263.85063,34.56353429,16510,0,0,0
"1915",0,34,0,41.8301214,11990,0,0,0
"1916",1,51,57409.76257,34.37656306,12340,33089,3,3
"1917",0,34,6362.929413,23.06743403,7850,53477,2,2
"1919",1,41,53292.82344,45.5328609,6830,0,0,0
"1920",0,42,94089.948,28.61690185,18340,39973,2,3
"1922",0,34,121278.9433,34.79998967,10960,0,0,4
"1923",0,49,NA,42.67695641,16940,3170,3,3
"1924",1,26,989.376123,23.66357526,4200,25081,2,3
"1925",1,42,7803.715389,25.47771274,6480,4400,1,2
"1928",0,30,55307.36837,22.35486765,12360,5278,1,0
"1930",0,49,23111.42002,39.31130765,12260,0,0,0
"1932",0,58,89402.75561,22.5210495,22990,0,0,2
"1933",0,56,4199.553806,34.82556127,37380,0,0,0
"1934",0,37,14818.44314,34.23923215,16710,0,0,0
"1935",1,41,0,53.14254381,1500,1433,2,5
"1936",0,45,43998.05785,16.11319228,25500,0,0,0
"1937",0,53,39094.55907,10.95433987,10710,0,0,0
"1938",0,51,54236.00094,40.26039056,6600,0,0,0
"1939",0,33,0,45.2818573,9930,0,0,3
"1941",0,47,128480.9608,39.71528473,14350,0,0,2
"1945",1,31,11424.80093,39.89632617,4780,2168,2,2
"1946",0,47,108031.3306,12.54448321,21460,0,0,0
"1947",0,36,NA,68.84752608,30370,5872,2,3
"1950",0,53,46817.06072,20.76102565,6800,0,0,0
"1951",1,46,42620.89609,45.48688442,10360,7333,1,0
"1952",0,55,105178.0901,25.1734016,12020,0,0,0
"1953",0,63,31268.86298,41.62704469,10930,0,0,4
"1954",1,40,147646.5342,12.30481352,28870,1449,2,3
"1958",0,60,100327.521,20.11810859,22300,0,0,1
"1960",0,58,66762.40467,21.07780874,28600,4007,1,6
"1961",0,40,48623.30842,21.13188171,25620,0,0,2
"1962",0,47,120149.7121,19.69204115,20800,0,0,1
"1963",0,42,57095.04143,25.1386238,20720,46442,1,5
"1964",0,48,36097.70825,24.05535068,9910,8258,2,0
"1966",0,46,104465.5996,18.96582413,24840,0,0,0
"1967",0,44,22287.51414,14.22392445,8130,0,0,2
"1968",0,31,47622.56036,27.41610975,4600,35375,3,0
"1969",0,52,25834.78097,53.14249548,11340,0,0,1
"1970",1,35,71379.12131,33.61676337,22010,31039,2,3
"1971",1,49,37413.70912,32.1366998,10260,7105,2,9
"1972",0,53,161395.1419,39.88729777,22940,0,0,2
"1973",1,31,83316.08077,12.30472937,37720,0,0,5
"1974",0,50,21261.64022,22.26068106,1930,0,0,3
"1976",0,53,139306.5717,5,21910,0,0,0
"1977",0,54,74398.21453,49.46372786,14340,0,0,1
"1979",0,48,45916.14109,26.88542777,9160,3424,1,5
"1980",0,38,NA,47.59995302,16810,0,0,1
"1981",0,30,0,36.77546079,4500,4749,3,7
"1983",1,37,NA,35.66166831,7550,0,0,0
"1984",0,43,154610.5285,53.198252,31830,0,0,0
"1985",0,43,43032.18616,44.32719626,12490,0,0,0
"1986",1,51,26114.12061,36.36103994,9780,1867,2,0
"1988",0,28,98484.93627,71.21179611,22490,0,0,2
"1989",1,42,35586.00434,28.86447853,5060,24208,1,5
"1991",0,43,NA,37.32947055,16650,0,0,0
"1992",0,47,45668.80565,33.79108308,9840,0,0,0
"1993",0,33,NA,33.31977897,18870,40521,2,5
"1995",0,59,137935.1513,25.73984384,21190,0,0,1
"1996",0,55,64602.6743,20.26849978,13460,5916,3,2
"1997",1,44,NA,38.87051553,15270,0,0,0
"1998",0,39,159727.3169,30.58130153,21370,7931,2,2
"2000",0,35,17561.73057,6.491911795,14320,0,0,0
"2001",1,60,102339.1438,8.960475746,27420,0,0,8
"2002",1,46,26411.68548,42.5072013,10060,8636,3,5
"2005",0,53,74060.55672,69.99960057,13430,0,0,0
"2006",1,37,83418.89598,32.54695544,9840,3771,3,3
"2007",0,47,129926.2797,61.58315045,15650,6527,3,1
"2008",0,40,96461.60177,20.3344952,15150,0,0,0
"2010",0,58,65922.98009,29.90459566,29800,3886,2,2
"2012",0,46,60213.24883,28.74392046,22630,0,0,2
"2013",0,32,36762.79843,12.14185133,6550,7475,1,4
"2014",0,54,93399.66119,26.36073502,16240,9866,1,0
"2015",0,48,NA,33.65032984,11020,8727,1,5
"2016",0,39,103073.3351,28.76598278,28750,0,0,0
"2020",0,44,0,72.33266695,20230,0,0,0
"2021",0,56,99185.94403,34.55269643,16820,0,0,1
"2023",0,43,10858.8614,45.17773993,19150,0,0,3
"2024",1,46,98571.71723,26.8305668,17020,4538,2,7
"2025",1,37,80183.30056,21.57403094,15500,8385,1,7
"2027",1,22,0,22.19883368,3700,0,0,0
"2029",1,60,0,30.34137601,7500,8739,1,4
"2030",0,36,20926.37451,22.98097917,9000,37689,1,7
"2031",0,60,89503.91003,50.04267426,10450,893,2,5
"2033",0,45,26681.16462,9.694197261,14560,0,0,3
"2036",1,49,43675.71843,21.82028039,10770,9230,1,3
"2037",1,36,27369.88305,25.21964952,13670,4318,1,3
"2038",0,50,63166.23171,26.19963509,12990,0,0,0
"2039",1,64,45109.5558,21.75932377,14860,0,0,0
"2040",0,56,47562.28601,16.26831574,21880,9894,1,2
"2041",1,41,43488.22886,48.46776206,9950,0,0,4
"2044",0,45,62991.13386,29.50656676,12300,3078,1,1
"2046",0,51,81987.33433,35.85673828,14800,0,0,0
"2048",0,55,74441.45516,18.37373348,16050,0,0,0
"2049",0,52,130392.9118,34.05141396,22360,0,0,1
"2050",0,45,191578.9991,8.337259495,6200,0,0,3
"2051",0,41,99403.01103,36.33778813,16520,0,0,1
"2052",0,36,107845.4329,26.53520594,15880,0,0,0
"2053",1,32,6622.206423,22.39025112,1500,0,0,0
"2054",0,65,29602.64228,25.84534178,10960,5088,3,3
"2055",0,43,43899.63387,10.66176721,19760,6024,1,5
"2056",0,41,169598.7737,30.89428353,27680,3196,3,6
"2058",0,43,75422.73887,27.56993175,36290,9568,3,2
"2061",0,37,112813.9859,52.26995852,25630,0,0,2
"2062",0,40,84156.90291,49.14822323,38320,3442,1,2
"2064",0,57,171912.8029,66.95319428,37960,36540,3,4
"2065",1,64,40188.00291,65.49667005,7900,10942,2,0
"2066",0,36,118550.8957,27.74582822,21450,3502,4,0
"2067",1,50,27782.66477,40.61966151,6500,8506,1,1
"2068",0,38,17723.95169,31.11567467,12270,0,0,0
"2072",0,49,147455.2578,52.87957204,23230,0,0,0
"2073",1,41,96165.83544,28.82666724,15220,0,0,1
"2075",1,56,47847.10382,49.24970968,11880,0,0,4
"2076",1,45,102764.5124,43.24619421,19680,0,0,0
"2079",0,57,81021.58562,34.8649839,31280,0,0,1
"2081",0,55,44967.31493,29.69183028,6000,0,0,0
"2082",0,39,30727.9781,5.797992248,27250,1400,2,1
"2083",0,44,169602.2938,36.54947262,28650,4069,1,7
"2084",0,48,100708.9896,11.55861875,16370,0,0,1
"2085",0,27,38951.37807,18.07957914,9780,0,0,2
"2088",0,55,37537.21705,30.27791496,10750,2595,2,1
"2089",0,30,NA,5,13180,0,0,0
"2090",1,52,37387.96163,26.39059038,7310,19685,3,4
"2092",0,42,122084.6098,32.90171319,18450,0,0,0
"2093",0,32,25749.47157,33.25546665,4700,8864,1,2
"2094",0,27,53457.5557,26.1454417,21600,47389,2,6
"2096",1,38,70850.65884,48.12749041,20330,0,0,0
"2097",0,34,54853.3833,44.02377364,18480,31830,2,2
"2098",0,46,95661.69873,20.65456258,25490,4796,3,5
"2099",0,39,55219.54969,66.1501012,10920,0,0,2
"2100",0,39,75945.7786,19.01686794,20090,4017,2,6
"2101",0,36,0,31.7394445,5100,0,0,3
"2102",0,51,59485.7727,13.02620707,15990,20084,2,4
"2103",0,41,NA,40.40960789,16500,0,0,0
"2105",0,36,26981.17614,7.257615529,14410,0,0,0
"2106",1,48,118276.7797,36.43657463,17680,7274,3,1
"2108",1,40,30630.64822,50.39422094,11510,981,3,5
"2112",0,56,63141.47059,50.8370067,1500,725,4,0
"2114",0,54,76049.48349,43.48729381,11190,0,0,0
"2117",0,43,12258.8638,28.65601808,4250,0,0,0
"2118",0,41,4129.898787,51.38637842,1500,0,0,0
"2119",0,57,98323.07406,20.85246474,20920,0,0,0
"2121",0,39,85600.09747,18.86496749,19760,4948,3,6
"2122",0,47,0,26.97734854,17840,0,0,1
"2123",1,57,28617.44902,39.9419916,17850,8579,2,5
"2124",0,45,0,9.201752325,6000,698,2,3
"2126",0,35,45684.44976,30.07840252,24110,0,0,0
"2127",0,48,131062.7351,35.8210225,19410,0,0,0
"2129",0,53,36754.92545,49.07120192,10480,44990,1,1
"2130",0,35,0,8.047021846,6330,6191,3,8
"2131",0,36,33294.22653,25.99509883,10070,0,0,0
"2132",0,39,61611.94349,31.84953315,24780,0,0,0
"2133",0,49,24288.58024,35.81779902,8830,0,0,0
"2135",0,50,83168.17988,29.23225777,16490,2740,1,1
"2140",0,48,78930.55195,5,15550,0,0,0
"2141",1,41,64957.26007,46.95986319,12100,6936,2,8
"2143",1,36,90885.8932,46.32012212,30790,11692,1,1
"2144",1,46,71868.88775,20.39284955,11180,4839,3,7
"2145",0,39,101105.1121,41.8817195,28800,0,0,0
"2147",0,47,212571.807,17.81067142,30670,0,0,0
"2148",0,53,27337.48039,26.4903977,11970,0,0,3
"2150",1,43,58158.45303,24.15538983,16400,0,0,0
"2152",0,51,74712.73649,5,6600,0,0,0
"2153",1,67,NA,66.04602669,12690,21525,2,3
"2154",1,34,0,21.96768676,10510,4422,3,9
"2155",0,54,38768.16651,28.18436549,1500,6521,2,4
"2157",0,42,86595.92933,31.5729638,7570,0,0,0
"2158",0,33,19823.75546,53.43589906,4990,0,0,0
"2159",0,50,79988.93288,29.26843792,25380,0,0,0
"2161",0,46,21525.25229,24.78642368,7920,0,0,0
"2162",0,53,32196.46462,11.16103981,11310,0,0,2
"2163",0,49,15492.10963,39.14412069,18950,0,0,2
"2164",0,34,91962.81271,39.75739093,25410,3535,2,4
"2166",0,51,28495.58469,26.05155247,17930,0,0,0
"2168",0,59,52355.81391,84.05447044,6740,4535,1,5
"2169",0,46,NA,28.37104923,12600,0,0,2
"2170",0,47,131984.9312,21.46622174,19400,0,0,1
"2171",1,44,0,27.47655092,5900,0,0,2
"2173",1,37,NA,21.27273768,8360,17775,2,0
"2174",1,34,42025.1725,37.60349989,4900,0,0,0
"2176",0,49,70588.02122,18.93096022,13460,7079,3,2
"2177",0,34,24554.21944,5,8770,3691,3,0
"2178",0,43,50307.66923,21.19049282,13380,0,0,0
"2180",0,50,726.7777681,62.1322733,18920,0,0,4
"2181",0,39,49423.31004,53.25438911,10340,0,0,0
"2182",0,40,75127.70656,49.61225501,6980,0,0,1
"2183",1,37,NA,61.60320818,16790,17919,2,7
"2184",0,52,107635.5264,67.9819555,16820,0,0,0
"2186",0,34,4361.810672,43.41512499,6510,7693,2,2
"2187",0,51,109916.4519,31.09531794,6600,0,0,0
"2189",0,47,58272.59701,32.97329168,12030,0,0,1
"2190",0,53,29428.79919,33.47809684,12770,0,0,3
"2192",0,36,32646.16293,17.9027961,11460,0,0,0
"2193",1,39,36140.80339,27.076287,15820,0,0,0
"2195",1,47,40363.34363,36.04529196,11120,30981,2,2
"2196",0,44,115635.5114,5,27630,0,0,0
"2197",1,38,61749.0766,20.55113353,16800,1191,3,2
"2198",1,48,45819.41771,26.51935056,6080,25622,1,4
"2199",1,36,33273.75652,45.64556414,16780,3997,3,7
"2200",0,38,NA,22.66916117,27970,0,0,0
"2201",1,58,27917.08886,51.58585875,20410,0,0,3
"2202",0,61,43251.34245,18.67705098,13660,0,0,0
"2203",0,42,149897.3727,34.46723323,13910,0,0,1
"2204",1,39,0,15.43784694,19470,0,0,2
"2205",0,46,52702.81318,5.900497364,11370,0,0,0
"2207",0,43,54593.41712,13.7986285,11260,1449,2,4
"2208",0,42,50483.77444,23.91652662,23760,0,0,3
"2209",0,49,65785.54539,49.17130321,25290,0,0,1
"2210",0,52,36700.29764,12.47949387,17610,0,0,3
"2212",0,44,71901.29257,60.03365655,5900,0,0,2
"2216",1,49,128328.8126,43.84348881,23000,1448,2,6
"2217",1,26,2225.582569,50.66756952,1720,0,0,3
"2218",0,59,94972.56018,21.4833789,7400,0,0,0
"2219",1,46,51624.15677,39.46826309,12850,5863,3,4
"2220",0,49,47174.17451,22.10303922,14380,0,0,0
"2222",0,46,49654.45778,7.02393439,24220,2088,4,6
"2223",0,42,29346.48618,35.98983601,7930,0,0,0
"2224",1,27,27956.75704,28.14672477,3770,5581,3,2
"2225",0,40,113595.2202,35.47934956,15380,1935,2,1
"2226",0,49,93885.01217,26.47478445,17380,0,0,1
"2227",0,34,7580.88899,49.90421215,7560,0,0,4
"2229",0,59,122116.2992,41.51688458,19610,0,0,1
"2230",0,48,252222.1154,44.01519267,38550,6194,3,0
"2231",0,43,NA,37.12032332,26410,0,0,0
"2232",1,45,16081.80781,38.02023126,9580,4253,1,0
"2233",0,52,116612.1638,56.89410206,18360,11754,1,4
"2234",0,49,40599.3986,39.4639747,23790,4397,1,6
"2235",0,49,62880.97538,36.32816995,6400,0,0,2
"2236",0,57,57297.817,66.19308143,7200,0,0,0
"2238",0,32,68287.82034,24.84892838,5790,0,0,0
"2239",0,45,20849.669,48.02201761,9590,0,0,0
"2240",1,41,21589.29692,54.83610228,25700,0,0,1
"2241",0,47,71774.87265,37.66956001,8680,0,0,0
"2242",0,36,NA,5,16480,0,0,0
"2243",0,33,42225.10893,42.05076289,16320,0,0,3
"2244",1,41,60313.57931,9.156074525,9350,4265,1,2
"2245",0,42,80054.43833,5,37120,0,0,0
"2246",0,39,24176.73527,46.86213659,20570,0,0,0
"2248",0,37,63769.50879,12.25022716,12510,0,0,0
"2249",0,37,6856.616814,34.80963243,6480,4503,1,0
"2250",0,53,76129.4425,5.931210966,12810,0,0,1
"2251",0,43,25643.09775,29.87191267,12930,4094,1,5
"2252",0,39,11584.61029,54.0533069,11620,0,0,0
"2253",0,44,26011.39963,11.23890778,8500,0,0,1
"2257",0,32,NA,22.00537692,15680,0,0,1
"2258",1,33,37792.92778,21.46749344,9710,0,0,2
"2260",0,49,1544.634213,53.89953143,6550,0,0,0
"2261",1,39,33570.25764,43.53916937,7410,0,0,4
"2262",1,37,95102.10827,31.96397121,22160,0,0,7
"2263",0,51,47936.28938,40.63048481,11390,0,0,0
"2264",0,59,43117.68067,21.66015451,30660,0,0,0
"2265",0,42,74411.70795,26.30921927,16250,5936,2,4
"2266",0,51,NA,45.29605113,21390,1744,2,6
"2267",0,31,44120.45315,11.52846842,6410,0,0,0
"2269",0,51,NA,50.52672073,23520,0,0,2
"2270",1,57,28629.47487,58.64850567,10060,4478,3,8
"2272",1,40,50401.26474,5,14340,7986,2,4
"2273",0,16,0,54.30507185,12940,0,0,1
"2274",1,52,84437.69615,65.10474366,16940,0,0,1
"2279",0,46,12602.72737,26.50354326,28440,0,0,0
"2280",1,40,130380.9785,20.32200134,5500,7756,2,4
"2281",0,51,58873.71058,40.8247758,22010,0,0,0
"2282",0,43,118983.3023,28.51653498,36960,50347,2,4
"2283",0,34,102480.4054,29.65389721,24360,0,0,1
"2284",0,50,60895.01191,17.04255863,7590,2005,1,6
"2285",0,49,58904.47317,39.07576675,25890,0,0,2
"2286",0,43,174554.9413,13.03085526,23250,0,0,0
"2287",1,41,0,40.11364355,5600,5020,3,5
"2288",0,35,16919.60299,32.51794619,6690,45332,3,5
"2289",0,46,87379.66064,55.92039116,1500,0,0,0
"2290",0,36,57148.03406,57.31313741,28170,0,0,2
"2291",0,51,60775.67357,24.57222353,16640,0,0,0
"2292",0,50,53566.65773,15.43777441,11860,4098,1,0
"2293",1,55,17049.32779,28.01166671,8740,7153,1,4
"2294",0,29,170162.3773,5,25870,0,0,2
"2295",0,36,15358.02668,16.0326293,24480,0,0,1
"2296",0,47,61365.08072,6.319930069,26140,0,0,3
"2297",0,52,90250.26988,43.87433829,15730,0,0,0
"2299",0,45,118730.6781,59.9300688,8820,25752,2,8
"2301",1,63,73121.01257,13.70268386,20840,0,0,0
"2303",0,66,78187.24734,44.8455677,14200,3834,2,0
"2304",0,54,92261.26255,54.90809307,12620,0,0,1
"2305",1,52,47041.96976,15.46555419,18070,0,0,3
"2307",1,42,88994.82248,45.25145625,25830,31687,2,2
"2308",0,50,72744.50153,46.73572925,17590,6186,2,6
"2309",0,40,72241.84635,13.85661642,17580,0,0,0
"2311",0,40,79990.75713,28.97773246,28270,0,0,0
"2312",1,37,0,28.59581202,29330,9512,2,1
"2313",0,49,137419.7725,73.30991348,20140,0,0,0
"2317",0,51,71266.85377,39.1543753,33370,0,0,0
"2318",0,39,10314.7234,33.02450471,16570,0,0,0
"2319",1,48,56909.86892,36.24667376,9430,1524,1,5
"2320",0,34,69317.75468,36.41117378,17700,0,0,0
"2321",0,34,71328.47851,32.47788299,21320,0,0,0
"2322",1,53,140694.0607,27.96016318,21750,0,0,0
"2323",0,53,21295.55801,32.49503035,8930,0,0,2
"2324",1,54,127588.5195,57.50789219,20810,0,0,0
"2325",0,30,6719.027312,25.43081562,5170,9402,2,1
"2328",0,58,141386.1413,51.26352227,23530,1524,2,5
"2329",0,35,NA,40.82849316,11290,0,0,0
"2330",1,46,NA,35.57278617,11910,9868,1,0
"2332",1,42,110127.8026,32.71714784,37670,0,0,0
"2337",0,37,0,10.25104738,13090,0,0,0
"2338",1,51,101858.715,47.68020002,13390,0,0,0
"2339",1,55,33519.30726,60.81135018,14760,0,0,3
"2340",1,42,24177.10384,41.58453879,21200,39717,3,4
"2341",0,41,0,55.06482733,5600,0,0,2
"2342",0,28,75088.59028,17.60700539,22420,0,0,4
"2345",0,53,113917.9161,37.45442014,6800,0,0,1
"2346",1,36,30032.70811,32.10869097,16310,0,0,0
"2347",0,51,101534.3273,28.06071465,32910,20587,3,0
"2348",0,37,0,58.89852122,16590,1234,2,3
"2349",0,61,42088.92219,35.27019966,11810,0,0,0
"2351",0,46,165373.4788,31.53479323,41490,0,0,0
"2352",0,55,73246.12533,12.05405738,19610,0,0,2
"2353",1,36,40569.56498,29.51415486,1500,25188,2,2
"2354",0,41,14226.40929,37.22582477,7020,5239,3,2
"2356",0,48,27699.92036,34.59000896,15070,34237,1,0
"2358",0,38,18347.9859,17.619429,7130,0,0,3
"2359",0,56,0,60.20504929,20680,0,0,0
"2360",0,44,41389.99529,26.9865023,7710,3173,3,0
"2361",0,56,75265.26649,7.385536657,14630,0,0,1
"2363",0,37,NA,42.65982834,5200,0,0,0
"2366",0,47,42277.58278,25.04370035,18570,36646,2,0
"2367",0,40,104995.7971,5,16000,45838,2,7
"2368",0,48,69589.14151,38.77673604,37500,0,0,1
"2369",0,35,43195.83756,22.48104298,16430,0,0,0
"2370",1,49,13393.51655,36.86722222,21190,3653,3,0
"2371",1,36,102147.3292,27.73400159,15310,6455,1,2
"2373",1,43,96399.45096,51.05932847,14920,3117,4,1
"2374",0,53,203641.2385,39.58574358,31820,0,0,0
"2375",1,31,67842.21908,49.16659592,4600,0,0,0
"2376",0,55,63375.51588,25.30715388,20390,0,0,0
"2377",1,47,64777.40926,46.62171073,31120,23078,2,3
"2378",0,48,120483.3043,60.17139956,14110,0,0,0
"2379",0,41,225311.1393,32.61047867,16990,4811,2,3
"2380",0,53,142751.3247,57.97895604,30860,3191,3,1
"2381",0,53,98239.06397,51.25930381,34040,0,0,1
"2382",1,45,72737.74743,52.30220438,15420,2448,3,8
"2383",1,47,65802.2547,31.21485878,6200,0,0,0
"2385",1,38,52505.71813,55.58417866,41570,10584,2,4
"2387",0,34,79549.32712,35.13559723,11310,0,0,4
"2388",0,46,74181.20375,33.11440093,24340,0,0,3
"2389",1,50,43543.45664,48.93202265,15890,0,0,3
"2391",0,58,71528.58946,5,1500,0,0,0
"2392",0,32,14936.97641,40.02244076,6190,4890,2,1
"2393",1,51,16051.95378,42.73234,6600,0,0,0
"2394",0,35,141632.0968,36.43204414,2950,0,0,0
"2395",0,41,55866.60561,20.30059759,11190,0,0,4
"2396",0,42,50644.25079,25.9231248,29970,4016,3,3
"2397",0,49,39484.47702,22.63167122,12660,0,0,2
"2398",0,56,64124.09486,18.81540274,22950,4232,3,0
"2399",0,81,109274.797,39.21182079,22030,4773,2,0
"2400",1,34,91831.88446,36.90691204,24910,4317,1,1
"2401",0,36,134360.859,26.89499696,18540,0,0,0
"2402",0,32,0,30.65841928,10740,0,0,0
"2403",0,37,76099.78702,32.38448539,19860,0,0,0
